dataset,category,image_index,map,nss,auc_judd,sauc,cc,sim,kl
MIT1003,stimuli,9,center_prior,0.4668631704522232,0.642012880081094,0.27800551797792805,0.23196518825333018,0.4226083498996623,1.0182979032804684
MIT1003,stimuli,9,gradient_only,0.7602884084528956,0.732764224425427,0.7728907084371661,0.40336311995270074,0.4897363809475973,0.8537750383331006
MIT1003,stimuli,9,full_awmb,0.9027417316030646,0.7500761198473082,0.6917399430402278,0.4725356154519082,0.4924357866702433,0.8283343498851823
MIT1003,stimuli,9,detail_retention,0.9262941600745805,0.7500760256395763,0.6895825916696334,0.45242658512006884,0.4947018455040193,0.8431120236643102
MIT1003,stimuli,10,uniform,0.0,0.5,0.5,0.0,0.35287384422669194,1.2621102264708708
MIT1003,stimuli,10,center_prior,0.9162022733403243,0.7645933658280545,0.44092453489387723,0.4564466155005021,0.4386440612105544,0.9660786366846605
MIT1003,stimuli,10,gradient_only,0.6143639495072628,0.7021540181092149,0.6330448074067603,0.2908121093594688,0.4360897648099707,1.0206449549518042
MIT1003,stimuli,10,full_awmb,0.8455935635862828,0.7553738457750734,0.6039898681107521,0.40891349788619874,0.445469687747535,0.9513780292833998
MIT1003,stimuli,10,detail_retention,0.8373609655564171,0.7553737524459236,0.6077600663813434,0.413792379106726,0.46077510161318286,0.8859733371327969
MIT1003,stimuli,11,uniform,0.0,0.5,0.5,0.0,0.2774124207206059,1.6705335061409163
MIT1003,stimuli,11,center_prior,0.8121581368707753,0.739179839521748,0.3656980752657283,0.29909199848500306,0.32054444114610947,1.4053549708729272
MIT1003,stimuli,11,gradient_only,1.2631506197706184,0.8178992030261846,0.8399504452743465,0.41475600709014254,0.3760573476649378,1.2101864611179287
MIT1003,stimuli,11,full_awmb,1.5000937250012718,0.8599684535430426,0.8096035621947716,0.5065561690548892,0.3751888263708902,1.1943490716227303
MIT1003,stimuli,11,detail_retention,1.1931925980848694,0.8599684535430426,0.8080267882792301,0.4204903478670211,0.3897192544423826,1.1415231902857497
MIT1003,stimuli,12,uniform,0.0,0.5,0.5,0.0,0.25865983547051785,1.691968171493236
MIT1003,stimuli,12,center_prior,0.5921149110831683,0.6748534574432036,0.33915333028501765,0.21834091953218054,0.3156171879574875,1.508321426616325
