dataset,subset,map,n_images,nss_mean,nss_sem,auc_judd_mean,auc_judd_sem,sauc_mean,sauc_sem,cc_mean,cc_sem,sim_mean,sim_sem,kl_mean,kl_sem
CAT2000,BlackWhite,center_prior,100,1.2715711345823815,0.017638807635375474,0.8546521790744346,0.004372118278438067,0.5443224362235082,0.008305495678112697,0.46192699414787414,0.006490115949943023,0.38911388044142525,0.0049539215895204256,1.2281740911278067,0.022456295881693084
CAT2000,BlackWhite,detail_retention,100,1.0091015592384276,0.021312413010420795,0.7908603633266855,0.005473907751603746,0.5965600040459502,0.005540022502060792,0.3601020125902517,0.006789200483502393,0.42136679207665506,0.005033471834615247,1.1013816702120092,0.021020981355457873
CAT2000,BlackWhite,full_awmb,100,1.0784455528814316,0.029679985971180312,0.7908603658665028,0.00547390822651121,0.5963787236753268,0.005511503908601383,0.3756481610174649,0.008053378573631148,0.40181794275134664,0.004767493599727596,1.1802959652072407,0.02065628175233939
CAT2000,BlackWhite,gradient_only,100,0.8202453257293653,0.034301440922453755,0.7356398924639349,0.00656420370735183,0.5942089551466371,0.0056006399145121025,0.27846235501055483,0.009975746024653093,0.3910615549899218,0.0051599030773819615,1.3677481565022134,0.025657842996074202
CAT2000,BlackWhite,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.30432400386707803,0.004375561554494376,1.6406310290843407,0.025822624260042726
CAT2000,Cartoon,center_prior,100,1.0831071335112186,0.020506660023318073,0.8052010883358833,0.0054079478352609366,0.4670615953720701,0.007138503394823208,0.49288155428943475,0.0072356808431886825,0.4542843754783597,0.00535311031594975,0.9625118239390033,0.018917768955853072
CAT2000,Cartoon,detail_retention,100,0.889993676353098,0.02489666227448572,0.7590231290754811,0.005593655577940967,0.5858314023406037,0.006078707640450293,0.39446906742549515,0.010121350038501922,0.48078527802956755,0.005449164689669549,0.9019790007563608,0.020218407258399726
CAT2000,Cartoon,full_awmb,100,0.9417220011613614,0.027785487092281562,0.7590231245462283,0.005593655765973547,0.5859039164384318,0.006064429171422851,0.4105941969933037,0.010602924787667972,0.46452846510059387,0.005028543197799481,0.9403920606395398,0.01884509609149962
CAT2000,Cartoon,gradient_only,100,0.7004919005321933,0.032101817756596256,0.6940255345016468,0.0072313332073657725,0.6026501069205296,0.006296241805266348,0.2973688802580874,0.013180994710575916,0.43855895136023476,0.005958124992901317,1.459417764428005,0.07495194732055617
CAT2000,Cartoon,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3668426870564183,0.00536817707417315,1.3102902780356038,0.02369600130775946
CAT2000,Fractal,center_prior,100,1.2491683039833992,0.013481323417018558,0.8478705428572071,0.0033249777493626702,0.5400891694821237,0.005571654480913727,0.5001692518791129,0.0059764469881810525,0.4399967020251731,0.006120411067867131,1.051608969946684,0.021241317700143744
CAT2000,Fractal,detail_retention,100,0.8776774300566291,0.02626812590101314,0.7688221148068622,0.006503925161146779,0.5573804868093759,0.005163335417944594,0.34650472554086437,0.009268233060334164,0.45436561534034964,0.0049005077240355105,1.0153506814914777,0.019485184773212323
CAT2000,Fractal,full_awmb,100,0.9804280817527571,0.03015426037335006,0.7688221198514728,0.006503923819324078,0.5571803496387929,0.005169602996917031,0.38167945964726935,0.01015533920105825,0.4447992450432901,0.00465478507419594,1.0441997029183734,0.017939121077094285
CAT2000,Fractal,gradient_only,100,0.7422251011693233,0.035889621930818266,0.7057215143646174,0.008792682697926876,0.5557571206759655,0.005348226427220175,0.2836157970661373,0.012701529762314484,0.4380587098238196,0.005303476748440512,1.1805786560749285,0.02259218597113324
CAT2000,Fractal,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.34710597648958585,0.005547305624803602,1.4550777421128842,0.024249965665086654
CAT2000,Indoor,center_prior,100,1.1283386386680794,0.01859929227507077,0.8178275249302084,0.004897088691248641,0.4833564266712688,0.0069760292893446,0.5232787102392653,0.007132063481795599,0.46446158172636104,0.006505699445410075,0.9316751254188528,0.022855119543778543
CAT2000,Indoor,detail_retention,100,0.8919970462706169,0.024193254512345868,0.7600965588447024,0.005620505735885477,0.5571180369688201,0.0060978221138407,0.4033540220004553,0.007307283441086739,0.4898363234639935,0.005008320265711674,0.8555541454885843,0.01672490950199222
CAT2000,Indoor,full_awmb,100,0.9392141926993969,0.02758858257574633,0.7600965624843612,0.005620505021397137,0.5574036973170158,0.0060807060948894825,0.41934188784633775,0.008037636111143533,0.4732074799442637,0.005382794014602134,0.9091775294586918,0.01876984654111359
CAT2000,Indoor,gradient_only,100,0.7182079288939711,0.03013435717522161,0.7074517880988251,0.006630628063093202,0.5678236180934287,0.005627304784358319,0.3131793398439991,0.009639710774743182,0.4597916962085232,0.005018905631481825,1.1086916997364045,0.028584622119079982
CAT2000,Indoor,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.36908241531559,0.005922555346581605,1.2967290858650167,0.026910833921821087
CAT2000,Inverted,center_prior,100,1.157887034438958,0.01753724416981371,0.8255106823456352,0.004451786423032746,0.4977327797215741,0.006468673675391616,0.5153647905370768,0.00733199227123883,0.45716738989719774,0.0060781786784022,0.9656825826199941,0.021592317236725393
CAT2000,Inverted,detail_retention,100,0.902432609078405,0.025544324176464527,0.7626090699311392,0.005650161728550781,0.5631898615245686,0.005673767122304234,0.39094618218919747,0.00812911481238432,0.4809961094038661,0.005050719503177735,0.8938808769685502,0.017977191016182427
CAT2000,Inverted,full_awmb,100,0.9556480693483127,0.02924415670055252,0.7626090579959928,0.005650161270581952,0.5632186080756337,0.005660258323426999,0.40809379390636025,0.008989612881170821,0.4646358234407695,0.005112609431346876,0.9470479475607754,0.018179201515075627
CAT2000,Inverted,gradient_only,100,0.7185992691513744,0.033046483270632546,0.7048389836396691,0.007184339073196143,0.5719454316262932,0.005458357308010726,0.2985593446147105,0.01087640480474926,0.4488489497621196,0.005247798640863428,1.1586522152446415,0.027454394552833345
CAT2000,Inverted,uniform,100,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3627764310129815,0.005420734794303791,1.3404698748127981,0.024691768092332998
